report_id,occur_location,shift_type,location_type,crime_description,occur_neighborhood,occur_latitude,occur_longitude,occur_time
172590220,44 KROG ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,Inman Park,33.75542,-84.36482,2017-09-15 16:00:00
172590234,589 SEMINOLE AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,Poncey-Highland,33.7706,-84.35033,2017-09-15 21:30:00
172590381,445 LUCKIE ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,Downtown,33.7664,-84.396,2017-09-15 23:30:00
172590704,740 SIDNEY MARCUS BLVD NE,Day Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82598,-84.36335,2017-09-15 22:30:00
172590805,2115 PIEDMONT RD NE ,Day Watch,26,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.81235,-84.36578,2017-09-16 05:52:00
172590849,2297 BROWNS MILL RD SE,Day Watch,20,LARCENY-FROM VEHICLE,Lakewood,33.690290000000005,-84.37415,2017-09-16 08:57:00
172590891,2839 CARDO DR NW,Day Watch,18,LARCENY-FROM VEHICLE,Lincoln Homes,33.80018,-84.48082,2017-09-15 22:00:00
172590901,771 LINDBERGH DR NE,Day Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82055,-84.36244,2017-09-15 20:30:00
172590957,1014 EDGEWOOD AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,Inman Park,33.757,-84.35475,2017-09-15 21:00:00
172591026,1400 W PACES FERRY RD NW,Day Watch,23,LARCENY-FROM VEHICLE,Paces,33.84823,-84.43195,2017-09-16 10:30:00
172591051,506 MELLVIEW AVE SW,Day Watch,20,LARCENY-FROM VEHICLE,Capitol View Manor,33.71754,-84.40423,2017-09-15 21:00:00
172591118,75 E WESLEY RD NE,Day Watch,,LARCENY-FROM VEHICLE,Peachtree Heights East,33.82857,-84.38521999999999,2017-09-14 23:30:00
172591191,2591 PIEDMONT RD NE,Day Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82543,-84.36706,2017-09-15 19:00:00
172591305,2852 CASCADE RD SW,Day Watch,18,LARCENY-FROM VEHICLE,Cascade Heights,33.71955,-84.48012,2017-09-16 11:00:00
172591385,3500 PEACHTREE RD NE @PHIPPS PLAZA,Day Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.85252,-84.36116,2017-09-16 13:20:00
172591407,529 LYNNHAVEN DR SW,Evening Watch,13,LARCENY-FROM VEHICLE,Capitol View Manor,33.716029999999996,-84.40507,2017-09-15 21:30:00
172591451,80 PEACHTREE PL NW,Day Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78096,-84.38494,2017-09-16 13:30:00
172591480,2195 CHESHIRE BRIDGE RD NE,Evening Watch,99,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,33.814640000000004,-84.35285999999999,2017-09-16 13:20:00
172591484,857 COLLIER RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.810359999999996,-84.41606,2017-09-16 14:00:00
172591499,3550 CAMPBELLTON RD SW,Day Watch,18,LARCENY-FROM VEHICLE,,33.689840000000004,-84.50491,2017-09-16 14:00:00
172591764,423 PARKWAY DR NE,Evening Watch,26,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76597,-84.3733,2017-09-14 00:01:00
172591771,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.85252,-84.36116,2017-09-16 16:00:00
172591869,2331 BOLTON RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Bolton,33.81909,-84.46179000000001,2017-09-16 17:40:00
172592137,718 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Virginia Highland,33.773990000000005,-84.36346,2017-09-16 13:30:00
172592192,1271 TACOMA DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,Blandtown,33.7954,-84.43006,2017-09-16 06:05:00
172592202,3535 PEACHTREE RD NE @PUBLIX - PEACHTREE;,Evening Watch,18,LARCENY-FROM VEHICLE,Lenox,33.851820000000004,-84.3595,2017-09-16 17:30:00
172592367,3393 PEACHTREE RD NE ,Evening Watch,18,LARCENY-FROM VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-16 19:45:00
172592419,1600 ELLSWORTH INDUSTRIAL BLVD NW,Morning Watch,18,LARCENY-FROM VEHICLE,Blandtown,33.79826,-84.42811,2017-09-16 20:00:00
172590315,1850 METROPOLITAN PKWY SW,Morning Watch,23,LARCENY-NON VEHICLE,Sylvan Hills,33.70369,-84.40795,2017-09-16 02:18:00
172590696,1801 HOWELL MILL RD NW,Morning Watch,12,LARCENY-NON VEHICLE,Berkeley Park,33.80388,-84.41278,2017-09-14 06:38:00
172591000,3393 PEACHTREE RD NE @LENOX SQUARE,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-15 16:00:00
172591068,1275 CAROLINE ST NE @TARGET - CAROLINE,Unknown,12,LARCENY-NON VEHICLE,Edgewood,33.75674,-84.34619,2017-09-16 10:20:00
172591356,1801 HOWELL MILL RD NW,Day Watch,12,LARCENY-NON VEHICLE,Berkeley Park,33.80388,-84.41278,2017-09-16 13:11:00
172591433,650 PONCE DE LEON AVE NE @Multiple,Day Watch,24,LARCENY-NON VEHICLE,Midtown,33.77469,-84.36561,2017-09-16 01:55:00
172591547,2625 PIEDMONT RD NE,Evening Watch,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.827420000000004,-84.36532,2017-09-16 14:55:00
172591760,3393 PEACHTREE RD NE @Multiple,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-16 15:50:00
172592090,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-16 19:00:00
172592186,3500 PEACHTREE RD NE @Multiple,Evening Watch,8,LARCENY-NON VEHICLE,North Buckhead,33.85302,-84.36278,2017-09-16 18:18:00
172591668,1475 MECASLIN ST NW,Evening Watch,26,LARCENY-NON VEHICLE,Loring Heights,33.79527,-84.3997,2017-09-16 15:00:00
172582677,333 ANGIER AVE NE,Morning Watch,26,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76685,-84.37661999999999,2017-09-15 00:00:00
172591205,1909 KING GEORGE LN SW,Day Watch,20,LARCENY-FROM VEHICLE,Kings Forest,33.70257,-84.51557,2017-09-13 12:00:00
172591017,297 E PACES FERRY RD NE,Day Watch,26,LARCENY-NON VEHICLE,Buckhead Village,33.8391,-84.37810999999999,2017-09-15 20:00:00
172591406,2452 MOROSGO WAY NE,Day Watch,7,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82295,-84.36559,2017-09-16 13:18:00
172590350,329 14TH STREET,Morning Watch,23,LARCENY-NON VEHICLE,Home Park,33.78635,-84.39797,2017-09-16 02:00:00
172590902,232 FORSTH ST SW,Day Watch,18,LARCENY-NON VEHICLE,Downtown,33.74852,-84.39636,2017-09-16 09:00:00
172591474,2685 METROPOLITAN PKWY SW,Evening Watch,12,LARCENY-NON VEHICLE,Perkerson,33.68274,-84.40902,2017-09-15 17:30:00
172591842,1332 BENTEEN WAY SE,Evening Watch,20,LARCENY-NON VEHICLE,Benteen Park,33.71927,-84.36635,2017-09-14 22:30:00
172590073,399 AUBURN AVE NE,Morning Watch,18,ROBBERY-PEDESTRIAN,Sweet Auburn,33.7554,-84.37464,2017-09-16 00:20:00
172592536,428 PARKWAY DR NE,Morning Watch,13,ROBBERY-PEDESTRIAN,Old Fourth Ward,33.76614,-84.37366,2017-09-16 23:35:00
172592107,507 JOSEPH E. LOWERY BLVD SW,Evening Watch,23,HOMICIDE,West End,33.740970000000004,-84.41809,2017-09-16 18:00:00
172590222,12 BROAD ST SW,Morning Watch,13,ROBBERY-PEDESTRIAN,Downtown,33.7532,-84.39201,2017-09-16 01:20:00
172590370,914 JUNIPER ST NE,Morning Watch,13,ROBBERY-PEDESTRIAN,Midtown,33.77936,-84.38275,2017-09-16 02:40:00
172591965,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,18,AUTO THEFT,Lenox,33.846759999999996,-84.36211999999999,2017-09-16 14:00:00
172591838,2465 BENJAMIN E MAYS DR SW,Day Watch,20,AUTO THEFT,Audobon Forest,33.72416,-84.46891,2017-09-16 09:30:00
172590343,1117 LEE ST SW,Morning Watch,23,AUTO THEFT,Oakland City,33.72459,-84.42107,2017-09-16 02:30:00
172590592,490 WHITEHALL ST SW,Unknown,23,AUTO THEFT,Castleberry Hill,33.74348,-84.40341,2017-09-16 05:30:00
172590665,748 LORIDANS DR NE,Morning Watch,13,AUTO THEFT,North Buckhead,33.87312,-84.36277,2017-09-15 22:00:00
172591221,3164 CUSHMAN CIR SW,Day Watch,20,AUTO THEFT,,33.748979999999996,-84.49168,2017-09-15 22:00:00
172591234,1770 RICHMOND CIR SE,Evening Watch,26,AUTO THEFT,Lakewood Heights,33.70695,-84.37414,2017-09-15 22:00:00
172591384,4268 BOULDER PARK DR SW ,Day Watch,,AUTO THEFT,Ridgecrest Forest,33.745979999999996,-84.52707,2017-09-16 05:00:00
172591553,691 MARTIN ST SE,Evening Watch,20,AUTO THEFT,Summerhill,33.73576,-84.38436999999999,2017-09-15 23:00:00
172591748,185 MONTAG CIR NE,Evening Watch,13,AUTO THEFT,Inman Park,33.76013,-84.36218000000001,2017-09-15 17:00:00
172592299,276 CHEROKEE PL SE,Evening Watch,13,AUTO THEFT,Grant Park,33.73805,-84.37863,2017-09-14 16:00:00
172590508,1046 PEACHTREE WALK NE,Morning Watch,99,AGG ASSAULT,Midtown,33.78306,-84.3864,2017-09-16 04:13:00
172591395,1722 CAMPBELLTON RD SW,Day Watch,23,AGG ASSAULT,,33.71107,-84.44411,2017-09-16 13:15:00
172592520,2909 CAMPBELLTON RD ,Morning Watch,,AGG ASSAULT,Southwest,33.70025,-84.48473,2017-09-16 23:20:00
172592487,870 MAYSON TURNER RD NW,Morning Watch,26,ROBBERY-RESIDENCE,Vine City,33.756,-84.41629,2017-09-16 23:21:00
172590807,1220 MECASLIN ST NW,Morning Watch,26,AGG ASSAULT,Home Park,33.78791,-84.39990999999999,2017-09-16 03:00:00
172591128,26 JACKSON ST NE,Day Watch,13,AGG ASSAULT,Sweet Auburn,33.75502,-84.37462,2017-09-16 11:15:00
172591598,360 AUBURN AVE NE,Evening Watch,13,AGG ASSAULT,Sweet Auburn,33.755720000000004,-84.37579000000001,2017-09-16 15:31:00
172592514,1619 METROPOLITAN PKWY SW,Morning Watch,20,AGG ASSAULT,Capitol View,33.71062,-84.40827,2017-09-16 23:30:00
172590447,3565 MARTIN L KING JR DR NW,Morning Watch,8,BURGLARY-NONRES,Adamsville,33.75918,-84.50484,2017-09-16 03:00:00
172591178,750 GLASS ST NW,Day Watch,99,BURGLARY-NONRES,Bankhead,33.775209999999994,-84.42519,2017-09-15 22:00:00
172592416,732 BOULEVARD SE,Morning Watch,20,BURGLARY-RESIDENCE,Grant Park,33.73441,-84.36798,2017-09-16 19:00:00
172591353,2177 BOULEVARD GRANADA SW,Day Watch,20,BURGLARY-RESIDENCE,Adams Park,33.71753,-84.4597,2017-09-15 17:00:00
172591931,2423 MARTIN L KING JR DR NW,Evening Watch,26,BURGLARY-RESIDENCE,Florida Heights,33.75183,-84.46623000000001,2017-09-16 12:00:00
172592430,2423 MARTIN L KING JR DR NW,Morning Watch,20,BURGLARY-RESIDENCE,Florida Heights,33.75183,-84.46623000000001,2017-09-16 07:45:00
172571457,2519 CHANTILLY DR NE,Day Watch,99,BURGLARY-RESIDENCE,Lindridge/Martin Manor,33.82369,-84.35056,2017-09-14 13:00:00
172600405,2423 MARTIN L KING JR DR NW,Morning Watch,20,BURGLARY-RESIDENCE,Florida Heights,33.75183,-84.46623000000001,2017-09-16 15:00:00
172600817,894 MCWILLIAMS RD SE,Day Watch,20,BURGLARY-RESIDENCE,Leila Valley,33.688959999999994,-84.36046,2017-09-17 03:00:00
172600880,4102 PEACHTREE PARK DR NE,Morning Watch,26,BURGLARY-RESIDENCE,,33.81367,-84.38974,2017-09-16 15:45:00
172601704,2662 MEMORIAL DR SE,Evening Watch,20,BURGLARY-RESIDENCE,East Lake,33.74735,-84.29982,2017-09-14 12:00:00
172602205,490 GLENN ST SW,Morning Watch,26,BURGLARY-RESIDENCE,Mechanicsville,33.73805,-84.40262,2017-09-17 21:48:00
172600900,255 PETERS ST SW,Morning Watch,3,BURGLARY-NONRES,Castleberry Hill,33.74747,-84.40182,2017-09-17 04:45:00
172602291,1065 WILLIAMS ST NW,Morning Watch,99,BURGLARY-NONRES,Midtown,33.78383,-84.39019,2017-09-17 23:46:00
172600629,2640 MARTIN L KING JR DR SW,Day Watch,20,BURGLARY-RESIDENCE,Harland Terrace,33.753809999999994,-84.47425,2017-09-16 22:00:00
172601761,960 NEW TOWN CIR SE,Evening Watch,26,AGG ASSAULT,Thomasville Heights,33.70833,-84.35924,2017-09-17 19:00:00
172600440,334 BETSY AVE SW,Morning Watch,,AGG ASSAULT,Florida Heights,33.74694,-84.4579,2017-09-17 02:10:00
172601212,35 FORSYTH ST SW,Day Watch,21,AGG ASSAULT,Downtown,33.75343,-84.39312,2017-09-17 14:11:00
172601762,840 PRYOR ST SW,Evening Watch,20,AGG ASSAULT,Mechanicsville,33.73193,-84.39338000000001,2017-09-17 18:00:00
172602260,2621  DONALD LEE HOLLOWELL PKWY NW,Morning Watch,,AGG ASSAULT,Center Hill,33.77617,-84.47272,2017-09-17 23:25:00
172602136,619 ALFRED RD NW,Morning Watch,,ROBBERY-RESIDENCE,Carroll Heights,33.77198,-84.51038,2017-09-17 11:00:00
172601309,1789 HOWELL MILL RD NW,Evening Watch,99,ROBBERY-COMMERCIAL,Berkeley Park,33.80343,-84.41372,2017-09-17 15:00:00
172602107,1741 COMMERCE DR NW,Evening Watch,18,AGG ASSAULT,Berkeley Park,33.80169,-84.40978,2017-09-17 21:50:00
172602226,1246 OAKLAND TER SW,Morning Watch,20,AGG ASSAULT,Oakland City,33.72087,-84.42875,2017-09-17 23:00:00
172600621,232 FORSYTH ST SW @GREYHOUND STATION,Day Watch,13,AUTO THEFT,Downtown,33.74852,-84.39636,2017-09-17 07:07:00
172600940,59 SHERIDAN DR NE,Day Watch,18,AUTO THEFT,Garden Hills,33.832159999999995,-84.3821,2017-09-16 17:00:00
172601152,826 WHITE ST SW,Day Watch,,AUTO THEFT,West End,33.73194,-84.41481999999999,2017-09-17 11:00:00
172601612,435 JOSEPH E LOWERY BLVD SW,Evening Watch,26,AUTO THEFT,Harris Chiles,33.74279,-84.41771,2017-09-17 18:00:00
172602171,231 12TH ST NE,Morning Watch,13,AUTO THEFT,Midtown,33.78419,-84.3799,2017-09-17 22:36:00
172602200,1195 MILTON TER SE,Morning Watch,13,AUTO THEFT,Chosewood Park,33.72186,-84.38105,2017-09-17 00:00:00
172600090,97 DAHLIA AVE NW @THOMPSON GROVE BAPT,Morning Watch,13,ROBBERY-PEDESTRIAN,Dixie Hills,33.75535,-84.46195,2017-09-17 00:25:00
172600415,2657 LENOX RD NE @THE GREENBRIER,Morning Watch,18,ROBBERY-PEDESTRIAN,Pine Hills,33.82683,-84.35324,2017-09-17 03:10:00
172600836,1634 LAKEWOOD AVE,Evening Watch,13,ROBBERY-PEDESTRIAN,Lakewood Heights,33.70965,-84.37961999999999,2017-09-15 23:40:00
172600980,258 BURBANK DR NW,Day Watch,,ROBBERY-PEDESTRIAN,Hunter Hills,33.762209999999996,-84.42952,2017-09-17 11:33:00
172600034,1982 ROCKLEDGE RD NE,Evening Watch,26,LARCENY-NON VEHICLE,Morningside/Lenox Park,33.80962,-84.36497,2017-09-16 14:30:00
172600173,201 COURTLAND ST NE,Morning Watch,3,LARCENY-NON VEHICLE,Downtown,33.75993,-84.38395,2017-09-17 01:10:00
172601025,1073 PIEDMONT AVE NE @PIEDMONT PARK,Morning Watch,31,LARCENY-NON VEHICLE,Midtown,33.783840000000005,-84.37897,2017-09-16 22:30:00
172601435,3232 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,Buckhead Forest,33.84413,-84.37409,2017-09-17 15:30:00
172592538,630 ORME CIR NE,Morning Watch,14,LARCENY-NON VEHICLE,Virginia Highland,33.78734,-84.36636,2017-09-16 17:30:00
172600715,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,Morning Watch,14,LARCENY-NON VEHICLE,Home Park,33.7855,-84.39273,2017-09-17 02:00:00
172600694,201 MOURY AVE SW,Morning Watch,26,LARCENY-FROM VEHICLE,The Villages at Carver,33.71691,-84.39276,2017-09-16 21:00:00
172601222,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL ,Day Watch,18,LARCENY-FROM VEHICLE,Greenbriar,33.68845,-84.49328,2017-09-17 14:00:00
172601023,830 MYRTLE ST NE,Morning Watch,20,LARCENY-NON VEHICLE,Midtown,33.77734,-84.38022,2017-09-16 14:00:00
172600510,3035 PEACHTREE RD NE,Morning Watch,18,LARCENY-NON VEHICLE,Buckhead Village,33.837709999999994,-84.38064,2017-09-17 04:30:00
172601516,1099 EUCLID AVE NE,Evening Watch,13,LARCENY-NON VEHICLE,Inman Park,33.76376,-84.35075,2017-09-17 16:50:00
172601596,181 WALNUT ST,Evening Watch,13,LARCENY-NON VEHICLE,The Villages at Castleberry Hill,33.749340000000004,-84.41131999999999,2017-09-17 17:30:00
172601668,3201 CAINS HILL PL NW,Morning Watch,3,LARCENY-NON VEHICLE,South Tuxedo Park,33.84192,-84.38006999999999,2017-09-17 01:50:00
172600612,1117 LEE ST SW,Day Watch,23,LARCENY-NON VEHICLE,Oakland City,33.72459,-84.42107,2017-09-17 07:02:00
172600834,854 OAK ST SW ,Day Watch,12,LARCENY-NON VEHICLE,West End,33.74057,-84.4168,2017-09-17 09:30:00
172601249,2045 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,8,LARCENY-NON VEHICLE,Grove Park,33.7774,-84.45214,2017-09-17 14:24:00
172600277,1141 ARLINGTON AVE SW,Morning Watch,13,LARCENY-FROM VEHICLE,Oakland City,33.72493,-84.42515999999999,2017-09-17 01:40:00
172600359,121 5TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,Midtown,33.775890000000004,-84.38346999999999,2017-09-16 22:00:00
172600588,3633 SATURN DR NW,Day Watch,13,LARCENY-FROM VEHICLE,Carroll Heights,33.77686,-84.50633,2017-09-17 05:00:00
172600673,1840 CAMPBELLTON RD SW,Day Watch,26,LARCENY-FROM VEHICLE,,33.709790000000005,-84.44865,2017-09-16 19:30:00
172600778,2523 LAUREL CIR NW,Morning Watch,20,LARCENY-FROM VEHICLE,Westhaven,33.75725,-84.47357,2017-09-17 01:00:00
172600839,1529 PIEDMONT AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.79625,-84.36946,2017-09-16 17:00:00
172600956,67 ATLANTA AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,Peoplestown,33.730140000000006,-84.38574,2017-09-16 22:30:00
172600998,1720 MARIETTA BLVD NW,Day Watch,,LARCENY-FROM VEHICLE,Hills Park,33.80169,-84.43644,2017-09-17 11:30:00
172601086,3200 LENOX RD NE,Day Watch,18,LARCENY-FROM VEHICLE,Pine Hills,33.842929999999996,-84.35825,2017-09-15 19:00:00
172601165,2115 RANDO LN NW,Day Watch,,LARCENY-FROM VEHICLE,Bolton,33.81876,-84.45629,2017-09-17 13:10:00
172601402,248 OAKLAND AVE SE ,Evening Watch,18,LARCENY-FROM VEHICLE,Grant Park,33.74779,-84.37503000000001,2017-09-17 15:39:00
172601520,1995 METROPOLITAN PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,Sylvan Hills,33.6992,-84.40946,2017-09-17 16:57:00
172601663,349 DECATUR ST SE,Evening Watch,99,LARCENY-FROM VEHICLE,Sweet Auburn,33.74993,-84.37706,2017-09-17 15:50:00
172601688,507 BISHOP ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Loring Heights,33.79257,-84.4046,2017-09-15 11:00:00
172601749,1975 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,Channing Valley,33.808659999999996,-84.41272,2017-09-16 09:40:00
172601842,3800 PRINCETON LAKES PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,Princeton Lakes,33.65635,-84.51326999999999,2017-09-17 19:15:00
172601926,1500 MARIETTA BLVD NW,Unknown,18,LARCENY-FROM VEHICLE,Hills Park,33.79681,-84.4333,2017-09-17 12:00:00
172601971,80 JESSE HILL JR DR SE @GRADY,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75168,-84.38198,2017-09-16 18:07:00
172601981,789 CLEMONT DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,Virginia Highland,33.7827,-84.36159,2017-09-17 10:00:00
172601999,1059 RALPH D ABERNATHY BLVD SW,Evening Watch,21,LARCENY-FROM VEHICLE,West End,33.73836,-84.42259,2017-09-17 20:00:00
172602184,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77469,-84.36561,2017-09-17 12:00:00
172602219,1544 PIEDMONT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Piedmont Heights,33.797090000000004,-84.36899,2017-09-17 14:00:00
172602300,3460 KINGSBORO RD NE,Morning Watch,,LARCENY-FROM VEHICLE,Buckhead Heights,33.85,-84.35797,2017-09-17 21:30:00
172602309,250 PHARR RD NE,Morning Watch,13,LARCENY-FROM VEHICLE,Buckhead Village,33.83732,-84.3786,2017-09-17 18:30:00
172610045,1750 COMMERCE DR NW,Morning Watch,18,LARCENY-FROM VEHICLE,Berkeley Park,33.80285,-84.41169000000001,2017-09-17 18:15:00
172610053,725 PONCE DE LEON AVE NE ,Morning Watch,18,LARCENY-FROM VEHICLE,Poncey-Highland,33.77343,-84.36350999999999,2017-09-17 17:36:00
172610070,111 MARTIN L KING JR DR SW,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75179,-84.39145,2017-09-17 18:30:00
172610333,1512 PIEDMONT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Rosedale Heights,33.68029,-84.36764000000001,2017-09-18 21:10:00
172610433,605 MOROSGO DR,Morning Watch,13,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.823479999999996,-84.36802,2017-09-18 04:00:00
172610475,3445 STRATFORD RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.85,-84.36744,2017-09-17 12:30:00
172610576,691 DARLINGTON CIR NE,Morning Watch,20,LARCENY-FROM VEHICLE,Peachtree Park,33.83279,-84.3634,2017-09-17 21:00:00
172610835,349 DECATUR ST SE,Unknown,18,LARCENY-FROM VEHICLE,Sweet Auburn,33.74993,-84.37706,2017-09-18 01:00:00
172610844,864 HOLLYWOOD RD NW,Day Watch,20,LARCENY-FROM VEHICLE,Grove Park,33.778290000000005,-84.454,2017-09-17 16:00:00
172610966,424 WIMBLEDON RD NE,Day Watch,13,LARCENY-FROM VEHICLE,Piedmont Heights,33.806999999999995,-84.37335,2017-09-17 00:01:00
172611005,757 CLEVELAND AVE SW,Day Watch,23,LARCENY-FROM VEHICLE,Perkerson,33.682320000000004,-84.41417,2017-09-18 10:30:00
172611019,333 ANGIER AVE NE,Unknown,13,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76645,-84.36908000000001,2017-09-18 10:45:00
172611119,2852 CASCADE RD SW,Day Watch,18,LARCENY-FROM VEHICLE,Cascade Heights,33.71955,-84.48012,2017-09-18 11:00:00
172611166,191 PEACHTREE CENTER AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75841,-84.38608,2017-09-18 10:00:00
172611213,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,8,LARCENY-FROM VEHICLE,Greenbriar,33.68845,-84.49328,2017-09-18 12:00:00
172611376,888 3RD ST NW,Day Watch,18,LARCENY-FROM VEHICLE,Marietta Street Artery,33.77965,-84.40918,2017-09-18 02:00:00
172611695,842 N HIGHLAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Virginia Highland,33.7775,-84.3529,2017-09-18 06:45:00
172611709,44 10TH ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78151,-84.38917,2017-09-18 06:00:00
172611898,777 CLEVELAND AVE SW,Evening Watch,18,LARCENY-FROM VEHICLE,Perkerson,33.681709999999995,-84.41481999999999,2017-09-18 09:00:00
172612255,757 CLEVELAND AVE SW,Evening Watch,23,LARCENY-FROM VEHICLE,Perkerson,33.682320000000004,-84.41417,2017-09-18 17:25:00
172612408,827 BURCHILL ST SW,Morning Watch,20,LARCENY-FROM VEHICLE,Sylvan Hills,33.712740000000004,-84.4157,2017-09-17 18:00:00
172612559,2735 ARBOR AVE SE,Morning Watch,20,LARCENY-FROM VEHICLE,East Lake,33.749959999999994,-84.29736,2017-09-18 23:01:00
172612589,267 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.760709999999996,-84.39469,2017-09-18 19:00:00
172612611,1892 HOWELL MILL RD NW,Morning Watch,23,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.80673,-84.41315999999999,2017-09-18 22:30:00
172610345,3004 PIEDMONT RD NW,Morning Watch,23,LARCENY-NON VEHICLE,Garden Hills,33.83665,-84.36838,2017-09-18 03:30:00
172611086,3535 PEACHTREE RD NE ,Day Watch,12,LARCENY-NON VEHICLE,Lenox,33.851820000000004,-84.3595,2017-09-18 11:06:00
172611111,564 LEE ST SW,Day Watch,24,LARCENY-NON VEHICLE,West End,33.73956,-84.4138,2017-09-18 11:20:00
172611773,3535 PEACHTREE RD NE @PUBLIX - PEACHTREE,Evening Watch,12,LARCENY-NON VEHICLE,Lenox,33.851820000000004,-84.3595,2017-09-18 16:20:00
172612025,3393 PEACHTREE RD NE @Multiple,Evening Watch,8,LARCENY-NON VEHICLE,Lenox,33.846759999999996,-84.36211999999999,2017-09-18 17:45:00
172612081,850 OAK ST SW @WESTEND MALL,Day Watch,7,LARCENY-NON VEHICLE,West End,33.74057,-84.4168,2017-09-18 17:45:00
172612378,230 18TH STREET,Evening Watch,5,LARCENY-NON VEHICLE,Midtown,33.79162,-84.39147,2017-09-18 20:00:00
172612230,945 FAITH AVE SE,Evening Watch,13,LARCENY-NON VEHICLE,Ormewood Park,33.74183,-84.3563,2017-09-18 19:20:00
172610590,1925 MONROE DR NE,Day Watch,18,LARCENY-NON VEHICLE,Piedmont Heights,33.80856,-84.37505999999999,2017-09-17 22:00:00
172611074,468 GREENWOOD AVE NE,Morning Watch,26,LARCENY-NON VEHICLE,Midtown,33.77725,-84.37191,2017-09-14 22:30:00
172610415,848 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.77785,-84.38537,2017-09-15 15:00:00
172610456,2907 3RD AVE SW,Day Watch,26,LARCENY-FROM VEHICLE,Hammond Park,33.67626,-84.40562,2017-09-18 00:30:00
172610510,165 COURTLAND ST NE ,Morning Watch,14,LARCENY-FROM VEHICLE,Downtown,33.75895,-84.3834,2017-09-18 05:00:00
172610809,585 MCDANIEL ST SW,Morning Watch,26,LARCENY-FROM VEHICLE,Mechanicsville,33.73896,-84.40205999999999,2017-09-18 00:30:00
172611078,I 285 NORTHBOUND/ MARTIN LUTHER KING JR DR NW ,Day Watch,13,LARCENY-FROM VEHICLE,Adamsville,33.76497,-84.49385,2017-09-18 12:34:00
